city,country,iso2,latitude,longitude,time_zone,population
Guanabacoa,Cuba,CU,23.1252,-82.3007,America/Havana,128666
Cerro,Cuba,CU,23.0881,-82.395,America/Havana,124994
Palma Soriano,Cuba,CU,20.2139,-75.9919,America/Havana,119740
Contramaestre,Cuba,CU,20.3,-76.2506,America/Havana,106002
Mayarí,Cuba,CU,20.6552,-75.6764,America/Havana,102354
Praia,Cabo Verde,CV,14.9177,-23.5092,Atlantic/Cape_Verde,159050
Lazareto,Cabo Verde,CV,16.8667,-25.0333,Atlantic/Cape_Verde,70468
Mindelo,Cabo Verde,CV,16.8914,-24.988,Atlantic/Cape_Verde,70468
Tarrafal,Cabo Verde,CV,15.2787,-23.7516,Atlantic/Cape_Verde,30000
Santa Maria,Cabo Verde,CV,16.6,-22.9042,Atlantic/Cape_Verde,25779
São Filipe,Cabo Verde,CV,14.8951,-24.5004,Atlantic/Cape_Verde,22227
Porto Novo,Cabo Verde,CV,17.0208,-25.0667,Atlantic/Cape_Verde,18028
Assomada,Cabo Verde,CV,15.0949,-23.6654,Atlantic/Cape_Verde,12026
Pedra Badejo,Cabo Verde,CV,15.1375,-23.5333,Atlantic/Cape_Verde,9530
Sal Rei,Cabo Verde,CV,16.176,-22.9171,Atlantic/Cape_Verde,6357
Espargos,Cabo Verde,CV,16.7546,-22.9453,Atlantic/Cape_Verde,6173
Tarrafal,Cabo Verde,CV,16.5667,-24.3556,Atlantic/Cape_Verde,5237
Ponta do Sol,Cabo Verde,CV,17.2018,-25.0915,Atlantic/Cape_Verde,4738
Calheta de São Miguel,Cabo Verde,CV,15.1875,-23.5917,Atlantic/Cape_Verde,4123
Porto Inglês,Cabo Verde,CV,15.1375,-23.2083,Atlantic/Cape_Verde,3056
Ribeira Grande,Cabo Verde,CV,17.1827,-25.0655,Atlantic/Cape_Verde,2950
São Domingos,Cabo Verde,CV,15.025,-23.5625,Atlantic/Cape_Verde,2818
Cidade Velha,Cabo Verde,CV,14.9167,-23.6042,Atlantic/Cape_Verde,2148
João Teves,Cabo Verde,CV,15.0667,-23.5917,Atlantic/Cape_Verde,1699
Cova Figueira,Cabo Verde,CV,14.8899,-24.294,Atlantic/Cape_Verde,1370
Pombas,Cabo Verde,CV,17.1458,-25.0125,Atlantic/Cape_Verde,1184
Picos,Cabo Verde,CV,15.0833,-23.6333,Atlantic/Cape_Verde,1143
Nova Sintra,Cabo Verde,CV,14.8708,-24.6958,Atlantic/Cape_Verde,1049
Igreja,Cabo Verde,CV,15.0339,-24.325,Atlantic/Cape_Verde,0
Ribeira Brava,Cabo Verde,CV,16.616,-24.2983,Atlantic/Cape_Verde,0
Willemstad,Curaçao,CW,12.108,-68.935,America/Curacao,150000
Flying Fish Cove,Christmas Island,CX,-10.4217,105.6781,Indian/Christmas,1599
Nicosia,Cyprus,CY,35.1725,33.365,Asia/Nicosia,256119
Limassol,Cyprus,CY,34.675,33.0443,Asia/Nicosia,198558
Paphos,Cyprus,CY,34.7761,32.4265,Asia/Nicosia,55000
Larnaca,Cyprus,CY,34.9296,33.6295,Asia/Nicosia,52038
Famagusta,Cyprus,CY,35.1167,33.95,Asia/Famagusta,40920
Kyrenia,Cyprus,CY,35.3403,33.3192,Asia/Famagusta,33207
Mórfou,Cyprus,CY,35.1987,32.9934,Asia/Famagusta,24070
Káto Polemídia,Cyprus,CY,34.6931,32.9992,Asia/Nicosia,23174
Aradíppou,Cyprus,CY,34.9478,33.5881,Asia/Nicosia,19199
Latsia,Cyprus,CY,35.0968,33.3773,Asia/Nicosia,16774
Paralímni,Cyprus,CY,35.0387,33.9862,Asia/Nicosia,14963
Ágios Athanásios,Cyprus,CY,34.7087,33.0504,Asia/Nicosia,14578
Mésa Geitoniá,Cyprus,CY,34.7024,33.0453,Asia/Nicosia,14477
Germasógeia,Cyprus,CY,34.7181,33.0856,Asia/Nicosia,13421
Ýpsonas,Cyprus,CY,34.6911,32.9551,Asia/Nicosia,11117
Dáli,Cyprus,CY,35.024,33.4226,Asia/Nicosia,10466
Prague,Czechia,CZ,50.0875,14.4214,Europe/Prague,1397880
Brno,Czechia,CZ,49.1953,16.6083,Europe/Prague,402739
Ostrava,Czechia,CZ,49.8356,18.2925,Europe/Prague,283187
Plzeň,Czechia,CZ,49.7414,13.3825,Europe/Prague,187928
Liberec,Czechia,CZ,50.7667,15.05,Europe/Prague,108090
Olomouc,Czechia,CZ,49.5939,17.2508,Europe/Prague,103063
České Budějovice,Czechia,CZ,48.9747,14.4747,Europe/Prague,97231
Hradec Králové,Czechia,CZ,50.2092,15.8319,Europe/Prague,94311
Pardubice,Czechia,CZ,50.0386,15.7792,Europe/Prague,92319
Ústí nad Labem,Czechia,CZ,50.6592,14.0417,Europe/Prague,90866
Zlín,Czechia,CZ,49.2331,17.6669,Europe/Prague,74684
Kladno,Czechia,CZ,50.1431,14.1053,Europe/Prague,69664
Havířov,Czechia,CZ,49.7778,18.4228,Europe/Prague,68674
Poruba,Czechia,CZ,49.825,18.1711,Europe/Prague,66603
Most,Czechia,CZ,50.5031,13.6367,Europe/Prague,63474
Opava,Czechia,CZ,49.9381,17.9044,Europe/Prague,55109
Jihlava,Czechia,CZ,49.4003,15.5906,Europe/Prague,54624
Frýdek-Místek,Czechia,CZ,49.6881,18.3536,Europe/Prague,53590
Teplice,Czechia,CZ,50.6333,13.8167,Europe/Prague,50912
Karlovy Vary,Czechia,CZ,50.2306,12.8725,Europe/Prague,49073
Karviná,Czechia,CZ,49.8542,18.5428,Europe/Prague,48937
Mladá Boleslav,Czechia,CZ,50.4125,14.9064,Europe/Prague,47346
Chomutov,Czechia,CZ,50.4628,13.4111,Europe/Prague,46771
Děčín,Czechia,CZ,50.7736,14.1961,Europe/Prague,46376
Jablonec nad Nisou,Czechia,CZ,50.7278,15.17,Europe/Prague,46209
Dortmund,Germany,DE,51.5139,7.4653,Europe/Berlin,5302179
Berlin,Germany,DE,52.5167,13.3833,Europe/Berlin,4679500
Cologne,Germany,DE,50.9422,6.9578,Europe/Berlin,3500000
Stuttgart,Germany,DE,48.7775,9.18,Europe/Berlin,2787727
Munich,Germany,DE,48.1375,11.575,Europe/Berlin,2606021
Hamburg,Germany,DE,53.55,10.0,Europe/Berlin,2496600
Frankfurt,Germany,DE,50.1106,8.6822,Europe/Berlin,2319029
Nuremberg,Germany,DE,49.4539,11.0775,Europe/Berlin,1374524
Dresden,Germany,DE,51.0493,13.7381,Europe/Berlin,790400
Düsseldorf,Germany,DE,51.2256,6.7767,Europe/Berlin,631217
Leipzig,Germany,DE,51.3394,12.3711,Europe/Berlin,619879
Wuppertal,Germany,DE,51.2667,7.1833,Europe/Berlin,608000
Bielefeld,Germany,DE,52.0167,8.5333,Europe/Berlin,591862
Essen,Germany,DE,51.4508,7.0131,Europe/Berlin,586608
Bremen,Germany,DE,53.0758,8.8072,Europe/Berlin,577026
Braunschweig,Germany,DE,52.2692,10.5211,Europe/Berlin,551000
Hannover,Germany,DE,52.3744,9.7386,Europe/Berlin,548186
Duisburg,Germany,DE,51.4322,6.7611,Europe/Berlin,503707
Bochum,Germany,DE,51.4833,7.2167,Europe/Berlin,366385
Freiburg im Breisgau,Germany,DE,47.995,7.85,Europe/Berlin,354500
Bonn,Germany,DE,50.7353,7.1022,Europe/Berlin,335789
Münster,Germany,DE,51.9625,7.6256,Europe/Berlin,322904
Mannheim,Germany,DE,49.4878,8.4661,Europe/Berlin,316877
Karlsruhe,Germany,DE,49.0167,8.4,Europe/Berlin,309964
Augsburg,Germany,DE,48.3689,10.8978,Europe/Berlin,303150
Djibouti,Djibouti,DJ,11.595,43.1481,Africa/Djibouti,603900
Ali Sabieh,Djibouti,DJ,11.1558,42.7125,Africa/Djibouti,71230
Dikhil,Djibouti,DJ,11.1086,42.3667,Africa/Djibouti,35000
Obock,Djibouti,DJ,11.9667,43.2833,Africa/Djibouti,21200
Tadjourah,Djibouti,DJ,11.7833,42.8833,Africa/Djibouti,14820
Arta,Djibouti,DJ,11.5219,42.84,Africa/Djibouti,11221
Copenhagen,Denmark,DK,55.6761,12.5689,Europe/Copenhagen,1396508
Aarhus,Denmark,DK,56.1564,10.2097,Europe/Copenhagen,301049
Odense,Denmark,DK,55.4,10.3833,Europe/Copenhagen,185480
Aalborg,Denmark,DK,57.05,9.9167,Europe/Copenhagen,143598
Esbjerg,Denmark,DK,55.4708,8.4514,Europe/Copenhagen,71554
Randers,Denmark,DK,56.4569,10.0392,Europe/Copenhagen,64674
Horsens,Denmark,DK,55.8619,9.8519,Europe/Copenhagen,64418
Kolding,Denmark,DK,55.4908,9.4722,Europe/Copenhagen,63645
Vejle,Denmark,DK,55.7083,9.5333,Europe/Copenhagen,62011
Roskilde,Denmark,DK,55.6417,12.0808,Europe/Copenhagen,53354
Herning,Denmark,DK,56.1361,8.9767,Europe/Copenhagen,51312
Silkeborg,Denmark,DK,56.1667,9.55,Europe/Copenhagen,50866
Hørsholm,Denmark,DK,55.8786,12.4992,Europe/Copenhagen,47489
Helsingør,Denmark,DK,56.036,12.6106,Europe/Copenhagen,47364
Næstved,Denmark,DK,55.2333,11.7667,Europe/Copenhagen,44996
Fredericia,Denmark,DK,55.5644,9.7597,Europe/Copenhagen,41243
Viborg,Denmark,DK,56.45,9.4,Europe/Copenhagen,41079
Køge,Denmark,DK,55.45,12.1833,Europe/Copenhagen,38588
Taastrup,Denmark,DK,55.65,12.3,Europe/Copenhagen,37231
Holstebro,Denmark,DK,56.3581,8.6175,Europe/Copenhagen,37220
Hillerød,Denmark,DK,55.9333,12.3,Europe/Copenhagen,36043
Slagelse,Denmark,DK,55.4008,11.35,Europe/Copenhagen,35817
Holbæk,Denmark,DK,55.7181,11.7103,Europe/Copenhagen,29960
Sønderborg,Denmark,DK,54.9114,9.7867,Europe/Copenhagen,27595
Svendborg,Denmark,DK,55.0597,10.61,Europe/Copenhagen,27210
Roseau,Dominica,DM,15.3,-61.3833,America/Dominica,16571
Santo Domingo,Dominican Republic,DO,18.4625,-69.9361,America/Santo_Domingo,4274651
Santiago,Dominican Republic,DO,19.45,-70.7,America/Santo_Domingo,1343423
Santo Domingo Este,Dominican Republic,DO,18.4855,-69.8734,America/Santo_Domingo,948855
Puerto Plata,Dominican Republic,DO,19.7958,-70.6944,America/Santo_Domingo,338339
La Vega,Dominican Republic,DO,19.2242,-70.5283,America/Santo_Domingo,282055
San Cristóbal,Dominican Republic,DO,18.4167,-70.1333,America/Santo_Domingo,275232
Los Alcarrizos,Dominican Republic,DO,18.5167,-70.0167,America/Santo_Domingo,272776
Higüey,Dominican Republic,DO,18.6181,-68.7111,America/Santo_Domingo,251243
San Pedro de Macorís,Dominican Republic,DO,18.4572,-69.3061,America/Santo_Domingo,217141
San Francisco de Macorís,Dominican Republic,DO,19.3,-70.25,America/Santo_Domingo,188118
San Juan,Dominican Republic,DO,18.81,-71.23,America/Santo_Domingo,169032
Bonao,Dominican Republic,DO,18.9333,-70.4,America/Santo_Domingo,158034
Baní,Dominican Republic,DO,18.29,-70.33,America/Santo_Domingo,157316
Bávaro,Dominican Republic,DO,18.7167,-68.45,America/Santo_Domingo,150000
La Romana,Dominican Republic,DO,18.43,-68.97,America/Santo_Domingo,149840
Pantanal,Dominican Republic,DO,18.5586,-68.3694,America/Santo_Domingo,138919
Gurabo al Medio,Dominican Republic,DO,19.4739,-70.6727,America/Santo_Domingo,126668
Samaná,Dominican Republic,DO,19.2053,-69.3364,America/Santo_Domingo,108179
Mao,Dominican Republic,DO,19.5556,-71.0778,America/Santo_Domingo,106818
Boca Chica,Dominican Republic,DO,18.4539,-69.6064,America/Santo_Domingo,104951
Los Minas,Dominican Republic,DO,18.4167,-69.6333,America/Santo_Domingo,104846
Azua,Dominican Republic,DO,18.46,-70.74,America/Santo_Domingo,103276
Sabaneta,Dominican Republic,DO,19.4833,-71.35,America/Santo_Domingo,98453
Moca,Dominican Republic,DO,19.3833,-70.5167,America/Santo_Domingo,94981
Villa Altagracia,Dominican Republic,DO,18.67,-70.17,America/Santo_Domingo,84312
Algiers,Algeria,DZ,36.7764,3.0586,Africa/Algiers,3004000
Oran,Algeria,DZ,35.6969,-0.6331,Africa/Algiers,920000
Blida,Algeria,DZ,36.4722,2.8333,Africa/Algiers,520000
Constantine,Algeria,DZ,36.365,6.6147,Africa/Algiers,465138
Batna,Algeria,DZ,35.55,6.1667,Africa/Algiers,290645
Sétif,Algeria,DZ,36.19,5.41,Africa/Algiers,288461
El Khroub,Algeria,DZ,36.2633,6.6936,Africa/Algiers,279812
Djelfa,Algeria,DZ,34.6667,3.25,Africa/Algiers,265833
Annaba,Algeria,DZ,36.9,7.7667,Africa/Algiers,257359
Sidi Aïssa,Algeria,DZ,35.8864,3.7756,Africa/Algiers,215000
Sidi Bel Abbès,Algeria,DZ,35.2,-0.6333,Africa/Algiers,212935
Biskra,Algeria,DZ,34.85,5.7333,Africa/Algiers,204661
Tébessa,Algeria,DZ,35.4,8.1167,Africa/Algiers,194461
Ouargla,Algeria,DZ,31.95,5.3167,Africa/Algiers,191136
Tiaret,Algeria,DZ,35.3667,1.3167,Africa/Algiers,178915
Bejaïa,Algeria,DZ,36.7511,5.0642,Africa/Algiers,176139
Tlemcen,Algeria,DZ,34.8828,-1.3167,Africa/Algiers,173531
Bir el Djir,Algeria,DZ,35.7367,-0.5542,Africa/Algiers,171883
Bordj Bou Arreridj,Algeria,DZ,36.0667,4.7667,Africa/Algiers,168346
Béchar,Algeria,DZ,31.6164,-2.2183,Africa/Algiers,165627
Skikda,Algeria,DZ,36.8667,6.9,Africa/Algiers,163318
Tizi Ouzou,Algeria,DZ,36.7169,4.0497,Africa/Algiers,156775
Souk Ahras,Algeria,DZ,36.2864,7.9511,Africa/Algiers,155259
Chlef,Algeria,DZ,36.1647,1.3317,Africa/Algiers,155134
El Eulma,Algeria,DZ,36.1528,5.69,Africa/Algiers,155038
Guayaquil,Ecuador,EC,-2.19,-79.8875,America/Guayaquil,3094420
Quito,Ecuador,EC,-0.22,-78.5125,America/Guayaquil,1763275
Cuenca,Ecuador,EC,-2.8974,-79.0045,America/Guayaquil,361524
Santo Domingo de los Colorados,Ecuador,EC,-0.2542,-79.1719,America/Guayaquil,334826
Eloy Alfaro,Ecuador,EC,-2.1733,-79.8311,America/Guayaquil,295211
Machala,Ecuador,EC,-3.2667,-79.9667,America/Guayaquil,288072
Manta,Ecuador,EC,-0.95,-80.7162,America/Guayaquil,258697
Portoviejo,Ecuador,EC,-1.0544,-80.4544,America/Guayaquil,244129
Loja,Ecuador,EC,-3.9906,-79.205,America/Guayaquil,203496
Quevedo,Ecuador,EC,-1.0333,-79.45,America/Guayaquil,177792
Ambato,Ecuador,EC,-1.2422,-78.6289,America/Guayaquil,177316
Riobamba,Ecuador,EC,-1.6731,-78.6483,America/Guayaquil,177213
Daule,Ecuador,EC,-1.8667,-79.9833,America/Guayaquil,161498
Milagro,Ecuador,EC,-2.1347,-79.5872,America/Guayaquil,159970
Ibarra,Ecuador,EC,0.3628,-78.13,America/Guayaquil,157941
Esmeraldas,Ecuador,EC,0.95,-79.6667,America/Guayaquil,155487
La Libertad,Ecuador,EC,-2.2333,-80.9,America/Guayaquil,112154
Babahoyo,Ecuador,EC,-1.8167,-79.5167,America/Guayaquil,98251
Sangolquí,Ecuador,EC,-0.3344,-78.4475,America/Guayaquil,96647
Latacunga,Ecuador,EC,-0.9333,-78.6167,America/Guayaquil,77267
Montecristi,Ecuador,EC,-1.05,-80.6667,America/Guayaquil,71066
Pujilí,Ecuador,EC,-0.95,-78.69,America/Guayaquil,66980
Pasaje,Ecuador,EC,-3.3269,-79.8049,America/Guayaquil,60147
Santa Rosa,Ecuador,EC,-3.4522,-79.9617,America/Guayaquil,56842
Tulcán,Ecuador,EC,0.8117,-77.7186,America/Guayaquil,56719
Tallinn,Estonia,EE,59.4372,24.745,Europe/Tallinn,457572
Tartu,Estonia,EE,58.38,26.7225,Europe/Tallinn,97759
Narva,Estonia,EE,59.3792,28.2006,Europe/Tallinn,53360
Pärnu,Estonia,EE,58.3844,24.4989,Europe/Tallinn,41520
Kohtla-Järve,Estonia,EE,59.4,27.2833,Europe/Tallinn,33434
Viljandi,Estonia,EE,58.3633,25.5956,Europe/Tallinn,17255
Maardu,Estonia,EE,59.4781,25.0161,Europe/Tallinn,17017
Rakvere,Estonia,EE,59.3506,26.3611,Europe/Tallinn,15695
Kuressaare,Estonia,EE,58.2533,22.4861,Europe/Tallinn,13185
Sillamäe,Estonia,EE,59.3931,27.7742,Europe/Tallinn,12352
Valga,Estonia,EE,57.7769,26.0311,Europe/Tallinn,12173
Võru,Estonia,EE,57.8486,26.9928,Europe/Tallinn,12112
Keila,Estonia,EE,59.3086,24.4225,Europe/Tallinn,10964
Jõhvi,Estonia,EE,59.3575,27.4122,Europe/Tallinn,10880
Haapsalu,Estonia,EE,58.9469,23.5369,Europe/Tallinn,9812
Paide,Estonia,EE,58.8833,25.5667,Europe/Tallinn,8073
Põlva,Estonia,EE,58.0536,27.0556,Europe/Tallinn,5498
Rapla,Estonia,EE,58.9944,24.8011,Europe/Tallinn,5355
Jõgeva,Estonia,EE,58.7461,26.3956,Europe/Tallinn,5112
Kärdla,Estonia,EE,58.9944,22.75,Europe/Tallinn,2921
Cairo,Egypt,EG,30.0444,31.2358,Africa/Cairo,20296000
Alexandria,Egypt,EG,31.1975,29.8925,Africa/Cairo,5441866
Giza,Egypt,EG,29.987,31.2118,Africa/Cairo,4458135
Shubrā al Khaymah,Egypt,EG,30.1286,31.2422,Africa/Cairo,1025569
Port Said,Egypt,EG,31.2625,32.3061,Africa/Cairo,791749
Suez,Egypt,EG,29.9667,32.5333,Africa/Cairo,716458
Al Manşūrah,Egypt,EG,31.05,31.3833,Africa/Cairo,621953
Ḩalwān,Egypt,EG,29.8493,31.3327,Africa/Cairo,619293
Al Maḩallah al Kubrá,Egypt,EG,30.9667,31.1667,Africa/Cairo,592573
Asyūţ,Egypt,EG,27.1869,31.1714,Africa/Cairo,562061
Abū Ţisht,Egypt,EG,26.0981,32.0936,Africa/Cairo,536016
Al Fayyūm,Egypt,EG,29.3,30.8333,Africa/Cairo,519047
Awsīm,Egypt,EG,30.1222,31.1333,Africa/Cairo,430609
Ţanţā,Egypt,EG,30.7833,31.0,Africa/Cairo,429503
Ismailia,Egypt,EG,30.5833,32.2667,Africa/Cairo,429465
Samannūd,Egypt,EG,30.9622,31.2425,Africa/Cairo,410388
Madīnat as Sādis min Uktūbar,Egypt,EG,29.9361,30.9269,Africa/Cairo,376302
Damanhūr,Egypt,EG,31.05,30.4667,Africa/Cairo,329572
Basyūn,Egypt,EG,30.9364,30.8111,Africa/Cairo,320056
Az Zaqāzīq,Egypt,EG,30.5667,31.5,Africa/Cairo,302840
Banī Suwayf,Egypt,EG,29.0667,31.0833,Africa/Cairo,294125
Qillīn,Egypt,EG,31.0464,30.8546,Africa/Cairo,284853
Shibīn al Kawm,Egypt,EG,30.55,31.0,Africa/Cairo,267945
Al ‘Āshir min Ramaḑān,Egypt,EG,30.2964,31.7463,Africa/Cairo,263321
Qinā,Egypt,EG,26.1667,32.7167,Africa/Cairo,252883
Asmara,Eritrea,ER,15.3333,38.9167,Africa/Asmara,963000
Keren,Eritrea,ER,15.7833,38.45,Africa/Asmara,146500
Assab,Eritrea,ER,13.0078,42.7411,Africa/Asmara,74405
Massawa,Eritrea,ER,15.6,39.4333,Africa/Asmara,39758
Mendefera,Eritrea,ER,14.8833,38.8167,Africa/Asmara,28492
Dbarwa,Eritrea,ER,15.0916,38.833,Africa/Asmara,25000
Ādī-Teklezan,Eritrea,ER,15.5672,38.7786,Africa/Asmara,15000
Bēylul,Eritrea,ER,13.2639,42.3347,Africa/Asmara,14055
Adi Keyh,Eritrea,ER,14.8333,39.3667,Africa/Asmara,13061
Ghinda’e,Eritrea,ER,15.45,39.0833,Africa/Asmara,11560
Edd,Eritrea,ER,13.9333,41.7,Africa/Asmara,11259
Dek’emhāre,Eritrea,ER,15.07,39.0475,Africa/Asmara,10959
Omhājer,Eritrea,ER,14.323,36.6532,Africa/Asmara,9000
Ak’ordat,Eritrea,ER,15.55,37.8833,Africa/Asmara,8857
Nefasīt,Eritrea,ER,15.3333,39.0619,Africa/Asmara,8600
Teseney,Eritrea,ER,15.11,36.6575,Africa/Asmara,3753
Barentu,Eritrea,ER,15.1167,37.6,Africa/Asmara,2500
Gwelej,Eritrea,ER,14.75,36.7167,Africa/Asmara,0
Madrid,Spain,ES,40.4169,-3.7033,Europe/Madrid,6211000
Barcelona,Spain,ES,41.3825,2.1769,Europe/Madrid,4800000
Valencia,Spain,ES,39.47,-0.3764,Europe/Madrid,1595000
Sevilla,Spain,ES,37.3886,-5.9956,Europe/Madrid,1100000
Bilbao,Spain,ES,43.2631,-2.935,Europe/Madrid,782000
Zaragoza,Spain,ES,41.65,-0.8833,Europe/Madrid,736649
Murcia,Spain,ES,37.9833,-1.1303,Europe/Madrid,672773
Las Palmas,Spain,ES,28.0997,-15.4133,Atlantic/Canary,635000
Málaga,Spain,ES,36.7167,-4.4167,Europe/Madrid,599063
Palma,Spain,ES,39.5667,2.6497,Europe/Madrid,550000
Santa Cruz,Spain,ES,28.4667,-16.25,Atlantic/Canary,538000
Granada,Spain,ES,37.175,-3.6,Europe/Madrid,502561
Alicante,Spain,ES,38.3453,-0.4831,Europe/Madrid,366221
Valladolid,Spain,ES,41.652,-4.7286,Europe/Madrid,302614
Vigo,Spain,ES,42.2358,-8.7267,Europe/Madrid,294489
Córdoba,Spain,ES,37.8916,-4.7728,Europe/Madrid,290022
Gijón,Spain,ES,43.5293,-5.6773,Europe/Madrid,269894
Vitoria-Gasteiz,Spain,ES,42.8467,-2.6731,Europe/Madrid,260699
A Coruña,Spain,ES,43.3739,-8.4,Europe/Madrid,251543
Elche,Spain,ES,38.2669,-0.6983,Europe/Madrid,245557
Tarrasa,Spain,ES,41.5611,2.0081,Europe/Madrid,233270
Badalona,Spain,ES,41.4333,2.2333,Europe/Madrid,231542
Sabadell,Spain,ES,41.5483,2.1075,Europe/Madrid,225368
Oviedo,Spain,ES,43.3625,-5.8503,Europe/Madrid,223968
Cartagena,Spain,ES,37.6019,-0.9842,Europe/Madrid,220704
Addis Ababa,Ethiopia,ET,9.0358,38.7525,Africa/Addis_Ababa,5704000
Sodo,Ethiopia,ET,6.86,37.76,Africa/Addis_Ababa,512498
Warder,Ethiopia,ET,6.9667,45.3333,Africa/Addis_Ababa,450400
Debre Birhan,Ethiopia,ET,9.6786,39.5333,Africa/Addis_Ababa,436711
Shashemenē,Ethiopia,ET,7.2,38.5833,Africa/Addis_Ababa,407000
Nazrēt,Ethiopia,ET,8.55,39.2667,Africa/Addis_Ababa,324000
Gonder,Ethiopia,ET,12.6,37.4667,Africa/Addis_Ababa,323900
Mekele,Ethiopia,ET,13.4969,39.4769,Africa/Addis_Ababa,323700
Āwasa,Ethiopia,ET,7.05,38.4667,Africa/Addis_Ababa,300100
Dire Dawa,Ethiopia,ET,9.5833,41.8667,Africa/Addis_Ababa,277000
Bahir Dar,Ethiopia,ET,11.585,37.39,Africa/Addis_Ababa,243300
Gelemso,Ethiopia,ET,8.8167,40.5167,Africa/Addis_Ababa,241200
Desē,Ethiopia,ET,11.1333,39.6333,Africa/Addis_Ababa,187900
Jīma,Ethiopia,ET,7.6667,36.8333,Africa/Addis_Ababa,177900
Harar,Ethiopia,ET,9.3111,42.1278,Africa/Addis_Ababa,157000
Āwarē,Ethiopia,ET,8.2561,44.1567,Africa/Addis_Ababa,132149
Jijiga,Ethiopia,ET,9.35,42.8,Africa/Addis_Ababa,125876
Mersa,Ethiopia,ET,11.6667,39.6583,Africa/Addis_Ababa,111000
Āsela,Ethiopia,ET,7.95,39.1167,Africa/Addis_Ababa,110088
Babīlē,Ethiopia,ET,9.225,42.3333,Africa/Addis_Ababa,100000
Debre Zeyit,Ethiopia,ET,8.75,38.9833,Africa/Addis_Ababa,99928
Mīzan Teferī,Ethiopia,ET,7.0,35.5833,Africa/Addis_Ababa,91437
Āngach’a,Ethiopia,ET,7.3333,37.8333,Africa/Addis_Ababa,88083
Yabēlo,Ethiopia,ET,4.8833,38.0833,Africa/Addis_Ababa,86400
Kombolcha,Ethiopia,ET,11.0856,39.7381,Africa/Addis_Ababa,85367
Helsinki,Finland,FI,60.1708,24.9375,Europe/Helsinki,1360075
Tampere,Finland,FI,61.4981,23.76,Europe/Helsinki,369233
Espoo,Finland,FI,60.2056,24.6556,Europe/Helsinki,325716
Vantaa,Finland,FI,60.2944,25.0403,Europe/Helsinki,248199
Oulu,Finland,FI,65.0142,25.4719,Europe/Helsinki,217469
Turku,Finland,FI,60.4517,22.2669,Europe/Helsinki,209633
Jyväskylä,Finland,FI,62.2403,25.7444,Europe/Helsinki,149895
Kuopio,Finland,FI,62.8925,27.6783,Europe/Helsinki,126572
Lahti,Finland,FI,60.9804,25.655,Europe/Helsinki,121832
Pori,Finland,FI,61.4867,21.7975,Europe/Helsinki,84026
Joensuu,Finland,FI,62.6,29.7639,Europe/Helsinki,79129
Kouvola,Finland,FI,60.8681,26.7042,Europe/Helsinki,78824
Lappeenranta,Finland,FI,61.0583,28.1861,Europe/Helsinki,73241
Vaasa,Finland,FI,63.0958,21.6153,Europe/Helsinki,71209
Hämeenlinna,Finland,FI,60.9944,24.4667,Europe/Helsinki,68614
Seinäjoki,Finland,FI,62.7903,22.8403,Europe/Helsinki,67283
Rovaniemi,Finland,FI,66.5028,25.7285,Europe/Helsinki,65329
Mikkeli,Finland,FI,61.6875,27.2736,Europe/Helsinki,51551
Porvoo,Finland,FI,60.3931,25.6639,Europe/Helsinki,51464
Salo,Finland,FI,60.3831,23.1331,Europe/Helsinki,51056
Kotka,Finland,FI,60.4667,26.9458,Europe/Helsinki,50029
Kokkola,Finland,FI,63.8376,23.132,Europe/Helsinki,48338
Hyvinkää,Finland,FI,60.6306,24.8597,Europe/Helsinki,47015
Järvenpää,Finland,FI,60.4722,25.0889,Europe/Helsinki,46944
Lohja,Finland,FI,60.25,24.0667,Europe/Helsinki,45645
Suva,Fiji,FJ,-18.1333,178.4333,Pacific/Fiji,185913
Nadi,Fiji,FJ,-17.8,177.4167,Pacific/Fiji,71048
Nausori,Fiji,FJ,-18.0244,178.5454,Pacific/Fiji,57882
Lautoka,Fiji,FJ,-17.6242,177.4528,Pacific/Fiji,52220
Labasa,Fiji,FJ,-16.4333,179.3667,Pacific/Fiji,27949
Lami,Fiji,FJ,-18.1167,178.4167,Pacific/Fiji,20529
Nakasi,Fiji,FJ,-18.0667,178.5167,Pacific/Fiji,18919
Ba,Fiji,FJ,-17.5333,177.6833,Pacific/Fiji,18526
Sigatoka,Fiji,FJ,-18.15,177.5,Pacific/Fiji,9622
Stanley,Falkland Islands (Islas Malvinas),FK,-51.7,-57.85,Atlantic/Stanley,2213
Weno,"Micronesia, Federated States of",FM,7.45,151.85,Pacific/Chuuk,13900
Palikir,"Micronesia, Federated States of",FM,6.9178,158.185,Pacific/Pohnpei,6227
Kolonia,"Micronesia, Federated States of",FM,6.9639,158.2081,Pacific/Pohnpei,6074
Colonia,"Micronesia, Federated States of",FM,9.5144,138.1292,Pacific/Chuuk,3126
Tofol,"Micronesia, Federated States of",FM,5.3258,163.0086,Pacific/Kosrae,2591
Tórshavn,Faroe Islands,FO,62.0098,-6.7713,Atlantic/Faroe,14038
Klaksvík,Faroe Islands,FO,62.2239,-6.5786,Atlantic/Faroe,4997
Hvalba,Faroe Islands,FO,61.6,-6.9556,Atlantic/Faroe,713
Skopun,Faroe Islands,FO,61.9125,-6.8719,Atlantic/Faroe,446
Hvannasund,Faroe Islands,FO,62.2833,-6.5167,Atlantic/Faroe,414
